code_client,nom_client,type_client,telephone,email,ville,region
C0219,District Sanitaire de Saint-Denis,district_sanitaire,+33 (0)4 83 03 16 85,contact219@sante-saint-denis.fr,Saint-Denis,Île-de-France
C0220,District Sanitaire de Quimper,district_sanitaire,+33 7 48 58 62 80,contact220@sante-quimper.fr,Quimper,Bretagne
C0221,Hôpital Martineau de Dunkerque,hopital,0482941343,contact221@sante-dunkerque.fr,Dunkerque,Hauts-de-France
C0222,Clinique Blois 222,clinique,+33 1 78 77 13 21,contact222@sante-blois.fr,Blois,Centre-Val de Loire
C0223,District Sanitaire de Nantes,district_sanitaire,+33 (0)3 79 61 99 95,contact223@sante-nantes.fr,Nantes,Pays de la Loire
C0224,Clinique Versailles 224,clinique,+33 (0)3 73 22 56 75,contact224@sante-versailles.fr,Versailles,Île-de-France
C0225,Clinique Aix-en-Provence 225,clinique,+33 4 75 65 94 13,contact225@sante-aix-en-provence.fr,Aix-en-Provence,Provence-Alpes-Cote-d-Azur
C0226,District Sanitaire de Nîmes,district_sanitaire,+33 2 58 68 05 84,contact226@sante-nîmes.fr,Nîmes,Occitanie
C0227,District Sanitaire de Poitiers,district_sanitaire,+33 (0)4 56 68 03 85,contact227@sante-poitiers.fr,Poitiers,Nouvelle-Aquitaine
C0228,Clinique Metz 228,clinique,+33 3 22 10 98 09,contact228@sante-metz.fr,Metz,Grand Est
C0229,District Sanitaire de Poitiers,district_sanitaire,0172221573,contact229@sante-poitiers.fr,Poitiers,Nouvelle-Aquitaine
C0230,Clinique Rennes 230,clinique,04 70 64 75 34,contact230@sante-rennes.fr,Rennes,Bretagne
C0231,Hôpital Renard de Perpignan,hopital,0248240060,contact231@sante-perpignan.fr,Perpignan,Occitanie
C0232,Hôpital Rivière de Dunkerque,hopital,+33 (0)6 95 58 39 15,contact232@sante-dunkerque.fr,Dunkerque,Hauts-de-France
C0233,Hôpital Martinez de Bordeaux,hopital,+33 (0)1 39 60 30 18,contact233@sante-bordeaux.fr,Bordeaux,Nouvelle-Aquitaine
C0234,District Sanitaire de Dunkerque,district_sanitaire,0495983963,contact234@sante-dunkerque.fr,Dunkerque,Hauts-de-France
C0235,Hôpital Cousin de Nice,hopital,+33 (0)3 20 20 24 41,contact235@sante-nice.fr,Nice,Provence-Alpes-Cote-d-Azur
C0236,District Sanitaire de Mulhouse,district_sanitaire,0232812360,contact236@sante-mulhouse.fr,Mulhouse,Grand Est
C0237,Hôpital Camus de Reims,hopital,04 79 49 92 26,contact237@sante-reims.fr,Reims,Grand Est
C0238,Clinique La Roche-sur-Yon 238,clinique,0640440071,contact238@sante-la-roche-sur-yon.fr,La Roche-sur-Yon,Pays de la Loire
C0239,Clinique Angers 239,clinique,+33 1 81 91 31 04,contact239@sante-angers.fr,Angers,Pays de la Loire
C0240,Clinique Paris 240,clinique,+33 6 95 90 37 33,contact240@sante-paris.fr,Paris,Île-de-France
C0241,Hôpital Martins de Lorient,hopital,0562028375,contact241@sante-lorient.fr,Lorient,Bretagne
C0242,Clinique Albi 242,clinique,+33 2 32 87 15 76,contact242@sante-albi.fr,Albi,Occitanie
C0243,Clinique Paris 243,clinique,+33 1 80 83 34 88,contact243@sante-paris.fr,Paris,Île-de-France
C0244,District Sanitaire de La Roche-sur-Yon,district_sanitaire,02 41 85 23 92,contact244@sante-la-roche-sur-yon.fr,La Roche-sur-Yon,Pays de la Loire
C0245,Clinique Blois 245,clinique,03 75 09 31 84,contact245@sante-blois.fr,Blois,Centre-Val de Loire
C0246,Hôpital Bernard de Rennes,hopital,02 51 74 55 04,contact246@sante-rennes.fr,Rennes,Bretagne
C0247,Clinique Nice 247,clinique,02 33 66 69 55,contact247@sante-nice.fr,Nice,Provence-Alpes-Cote-d-Azur
C0248,Clinique Belfort 248,clinique,0471968832,contact248@sante-belfort.fr,Belfort,Bourgogne-Franche-Comté
C0249,Clinique Strasbourg 249,clinique,+33 (0)4 91 03 20 41,contact249@sante-strasbourg.fr,Strasbourg,Grand Est
C0250,District Sanitaire de Montreuil,district_sanitaire,05 46 75 26 97,contact250@sante-montreuil.fr,Montreuil,Île-de-France
C0251,District Sanitaire de Nîmes,district_sanitaire,0156013801,contact251@sante-nîmes.fr,Nîmes,Occitanie
C0252,Clinique Lille 252,clinique,03 80 68 50 42,contact252@sante-lille.fr,Lille,Hauts-de-France
C0253,District Sanitaire de Lorient,district_sanitaire,0490096151,contact253@sante-lorient.fr,Lorient,Bretagne
C0254,District Sanitaire de Valenciennes,district_sanitaire,+33 (0)4 49 09 14 83,contact254@sante-valenciennes.fr,Valenciennes,Hauts-de-France
C0255,Hôpital Brunel de Rouen,hopital,+33 2 19 07 36 03,contact255@sante-rouen.fr,Rouen,Normandie
C0256,Clinique Saint-Étienne 256,clinique,03 10 35 56 19,contact256@sante-saint-étienne.fr,Saint-Étienne,Auvergne-Rhône-Alpes
C0257,Clinique Mulhouse 257,clinique,0524897916,contact257@sante-mulhouse.fr,Mulhouse,Grand Est
C0258,District Sanitaire de Limoges,district_sanitaire,+33 4 77 72 34 51,contact258@sante-limoges.fr,Limoges,Nouvelle-Aquitaine
C0259,District Sanitaire de Lorient,district_sanitaire,+33 4 23 95 37 43,contact259@sante-lorient.fr,Lorient,Bretagne
C0260,Hôpital Thibault de Paris,hopital,05 67 96 52 53,contact260@sante-paris.fr,Paris,Île-de-France
C0261,Clinique Poitiers 261,clinique,05 32 67 07 46,contact261@sante-poitiers.fr,Poitiers,Nouvelle-Aquitaine
C0262,Hôpital Lagarde de Lorient,hopital,03 10 40 50 90,contact262@sante-lorient.fr,Lorient,Bretagne
C0263,Hôpital Chevalier de Alençon,hopital,0148883442,contact263@sante-alençon.fr,Alençon,Normandie
C0264,Clinique Mulhouse 264,clinique,+33 3 79 31 57 63,contact264@sante-mulhouse.fr,Mulhouse,Grand Est
C0265,District Sanitaire de Pau,district_sanitaire,0236924481,contact265@sante-pau.fr,Pau,Nouvelle-Aquitaine
C0266,District Sanitaire de Belfort,district_sanitaire,+33 (0)3 10 23 79 99,contact266@sante-belfort.fr,Belfort,Bourgogne-Franche-Comté
C0267,District Sanitaire de Mulhouse,district_sanitaire,+33 (0)4 32 25 11 65,contact267@sante-mulhouse.fr,Mulhouse,Grand Est
C0268,District Sanitaire de Lorient,district_sanitaire,+33 (0)3 86 40 11 59,contact268@sante-lorient.fr,Lorient,Bretagne
C0269,Clinique Le Havre 269,clinique,+33 1 69 16 06 23,contact269@sante-le-havre.fr,Le Havre,Normandie
C0270,Clinique Boulogne-Billancourt 270,clinique,+33 (0)3 52 22 89 99,contact270@sante-boulogne-billancourt.fr,Boulogne-Billancourt,Île-de-France
C0271,Clinique Orléans 271,clinique,+33 (0)1 34 49 98 02,contact271@sante-orléans.fr,Orléans,Centre-Val de Loire
C0272,District Sanitaire de Le Havre,district_sanitaire,+33 (0)3 90 91 82 18,contact272@sante-le-havre.fr,Le Havre,Normandie
C0273,District Sanitaire de Dijon,district_sanitaire,0631132727,contact273@sante-dijon.fr,Dijon,Bourgogne-Franche-Comté
C0274,District Sanitaire de Angers,district_sanitaire,+33 6 55 93 19 48,contact274@sante-angers.fr,Angers,Pays de la Loire
C0275,Hôpital Pascal de Alençon,hopital,+33 2 49 10 62 48,contact275@sante-alençon.fr,Alençon,Normandie
C0276,District Sanitaire de Dijon,district_sanitaire,02 47 89 55 99,contact276@sante-dijon.fr,Dijon,Bourgogne-Franche-Comté
C0277,District Sanitaire de Le Mans,district_sanitaire,+33 (0)1 82 85 01 01,contact277@sante-le-mans.fr,Le Mans,Pays de la Loire
C0278,Clinique Chartres 278,clinique,+33 (0)6 06 97 89 91,contact278@sante-chartres.fr,Chartres,Centre-Val de Loire
C0279,Hôpital Rodriguez de Limoges,hopital,+33 (0)1 79 81 44 23,contact279@sante-limoges.fr,Limoges,Nouvelle-Aquitaine
C0280,Hôpital Fischer de Rouen,hopital,0463443348,contact280@sante-rouen.fr,Rouen,Normandie
C0281,Clinique Saint-Denis 281,clinique,0360963192,contact281@sante-saint-denis.fr,Saint-Denis,Île-de-France
C0282,Clinique Nice 282,clinique,0443108307,contact282@sante-nice.fr,Nice,Provence-Alpes-Cote-d-Azur
C0283,Clinique Besançon 283,clinique,05 46 16 11 56,contact283@sante-besançon.fr,Besançon,Bourgogne-Franche-Comté
C0284,Clinique Vannes 284,clinique,+33 4 85 55 63 34,contact284@sante-vannes.fr,Vannes,Bretagne
C0285,District Sanitaire de Dijon,district_sanitaire,+33 4 42 09 33 28,contact285@sante-dijon.fr,Dijon,Bourgogne-Franche-Comté
C0286,Hôpital Hebert de Bayonne,hopital,04 22 17 38 97,contact286@sante-bayonne.fr,Bayonne,Nouvelle-Aquitaine
C0287,District Sanitaire de Quimper,district_sanitaire,03 70 15 18 68,contact287@sante-quimper.fr,Quimper,Bretagne
C0288,Clinique La Roche-sur-Yon 288,clinique,+33 (0)3 66 74 52 63,contact288@sante-la-roche-sur-yon.fr,La Roche-sur-Yon,Pays de la Loire
C0289,Clinique Reims 289,clinique,+33 (0)7 41 29 29 92,contact289@sante-reims.fr,Reims,Grand Est
C0290,District Sanitaire de Quimper,district_sanitaire,+33 4 49 76 64 14,contact290@sante-quimper.fr,Quimper,Bretagne
C0291,District Sanitaire de Metz,district_sanitaire,0485102391,contact291@sante-metz.fr,Metz,Grand Est
C0292,Hôpital Gomes de Le Mans,hopital,+33 7 76 35 84 30,contact292@sante-le-mans.fr,Le Mans,Pays de la Loire
C0293,Clinique Valenciennes 293,clinique,02 47 70 97 05,contact293@sante-valenciennes.fr,Valenciennes,Hauts-de-France
C0294,Clinique Nîmes 294,clinique,0371363454,contact294@sante-nîmes.fr,Nîmes,Occitanie
C0295,District Sanitaire de Besançon,district_sanitaire,02 34 81 27 38,contact295@sante-besançon.fr,Besançon,Bourgogne-Franche-Comté
C0296,Clinique Mâcon 296,clinique,03 72 33 78 39,contact296@sante-mâcon.fr,Mâcon,Bourgogne-Franche-Comté
C0297,District Sanitaire de Angers,district_sanitaire,+33 (0)2 28 84 09 82,contact297@sante-angers.fr,Angers,Pays de la Loire
C0298,Clinique Belfort 298,clinique,+33 (0)2 54 05 70 11,contact298@sante-belfort.fr,Belfort,Bourgogne-Franche-Comté
C0299,District Sanitaire de Annecy,district_sanitaire,+33 (0)1 58 48 80 29,contact299@sante-annecy.fr,Annecy,Auvergne-Rhône-Alpes
C0300,Clinique Lorient 300,clinique,0323479664,contact300@sante-lorient.fr,Lorient,Bretagne
C0301,Clinique Reims 301,clinique,02 40 46 36 87,contact301@sante-reims.fr,Reims,Grand Est
C0302,District Sanitaire de Boulogne-Billancourt,district_sanitaire,04 85 12 51 04,contact302@sante-boulogne-billancourt.fr,Boulogne-Billancourt,Île-de-France
C0303,Clinique Clermont-Ferrand 303,clinique,0533565161,contact303@sante-clermont-ferrand.fr,Clermont-Ferrand,Auvergne-Rhône-Alpes
C0304,District Sanitaire de Bourges,district_sanitaire,04 22 30 37 78,contact304@sante-bourges.fr,Bourges,Centre-Val de Loire
C0305,Hôpital Gérard de Le Mans,hopital,+33 (0)1 83 35 63 55,contact305@sante-le-mans.fr,Le Mans,Pays de la Loire
C0306,District Sanitaire de Quimper,district_sanitaire,0468159218,contact306@sante-quimper.fr,Quimper,Bretagne
C0307,Hôpital Grondin de Belfort,hopital,+33 (0)3 56 98 99 39,contact307@sante-belfort.fr,Belfort,Bourgogne-Franche-Comté
C0308,District Sanitaire de Annecy,district_sanitaire,+33 (0)3 88 49 57 46,contact308@sante-annecy.fr,Annecy,Auvergne-Rhône-Alpes
C0309,Hôpital Toussaint de Caen,hopital,04 86 43 39 71,contact309@sante-caen.fr,Caen,Normandie
C0310,Hôpital Mahe de Montreuil,hopital,+33 (0)1 47 87 54 48,contact310@sante-montreuil.fr,Montreuil,Île-de-France
C0311,Hôpital Picard de Tours,hopital,0352477171,contact311@sante-tours.fr,Tours,Centre-Val de Loire
C0312,Clinique Saint-Étienne 312,clinique,+33 (0)2 38 96 51 53,contact312@sante-saint-étienne.fr,Saint-Étienne,Auvergne-Rhône-Alpes
C0313,Hôpital Mendès de Mâcon,hopital,0698032134,contact313@sante-mâcon.fr,Mâcon,Bourgogne-Franche-Comté
C0314,Hôpital Tanguy de Tours,hopital,+33 (0)3 64 40 42 56,contact314@sante-tours.fr,Tours,Centre-Val de Loire
C0315,Clinique Brest 315,clinique,0443112986,contact315@sante-brest.fr,Brest,Bretagne
C0316,Clinique Blois 316,clinique,+33 (0)3 88 24 69 31,contact316@sante-blois.fr,Blois,Centre-Val de Loire
C0317,Clinique Tours 317,clinique,0362359577,contact317@sante-tours.fr,Tours,Centre-Val de Loire
C0318,District Sanitaire de Metz,district_sanitaire,05 62 96 26 02,contact318@sante-metz.fr,Metz,Grand Est
C0319,District Sanitaire de Paris,district_sanitaire,0477213014,contact319@sante-paris.fr,Paris,Île-de-France
C0320,District Sanitaire de Caen,district_sanitaire,+33 2 58 77 82 22,contact320@sante-caen.fr,Caen,Normandie
C0321,Hôpital Mallet de Dijon,hopital,+33 (0)6 81 79 71 92,contact321@sante-dijon.fr,Dijon,Bourgogne-Franche-Comté
C0322,Hôpital Buisson de Nice,hopital,0345100221,contact322@sante-nice.fr,Nice,Provence-Alpes-Cote-d-Azur
C0323,Hôpital Nguyen de Aix-en-Provence,hopital,02 76 24 49 72,contact323@sante-aix-en-provence.fr,Aix-en-Provence,Provence-Alpes-Cote-d-Azur
C0324,Hôpital Marion de Belfort,hopital,+33 (0)4 91 96 19 99,contact324@sante-belfort.fr,Belfort,Bourgogne-Franche-Comté
C0325,District Sanitaire de Boulogne-Billancourt,district_sanitaire,+33 3 54 14 48 83,contact325@sante-boulogne-billancourt.fr,Boulogne-Billancourt,Île-de-France
C0326,Clinique Rouen 326,clinique,+33 (0)5 46 72 06 45,contact326@sante-rouen.fr,Rouen,Normandie
C0327,District Sanitaire de Dunkerque,district_sanitaire,+33 (0)4 42 03 80 16,contact327@sante-dunkerque.fr,Dunkerque,Hauts-de-France
C0328,Clinique Vannes 328,clinique,+33 4 42 39 54 73,contact328@sante-vannes.fr,Vannes,Bretagne
C0329,Clinique Bayonne 329,clinique,0155147498,contact329@sante-bayonne.fr,Bayonne,Nouvelle-Aquitaine
C0330,Hôpital Fournier de Amiens,hopital,0555408825,contact330@sante-amiens.fr,Amiens,Hauts-de-France
C0331,District Sanitaire de Reims,district_sanitaire,0244559027,contact331@sante-reims.fr,Reims,Grand Est
C0332,District Sanitaire de Angers,district_sanitaire,02 85 32 31 10,contact332@sante-angers.fr,Angers,Pays de la Loire
C0333,District Sanitaire de Bordeaux,district_sanitaire,05 79 70 77 75,contact333@sante-bordeaux.fr,Bordeaux,Nouvelle-Aquitaine
C0334,District Sanitaire de Metz,district_sanitaire,+33 2 61 20 79 74,contact334@sante-metz.fr,Metz,Grand Est
C0335,Hôpital Masson de Tours,hopital,03 70 54 49 58,contact335@sante-tours.fr,Tours,Centre-Val de Loire
C0336,Clinique Cherbourg 336,clinique,0631543943,contact336@sante-cherbourg.fr,Cherbourg,Normandie
C0337,Hôpital Chartier de Quimper,hopital,+33 (0)2 90 01 52 99,contact337@sante-quimper.fr,Quimper,Bretagne
C0338,Hôpital Gallet de Marseille,hopital,+33 (0)4 98 84 70 96,contact338@sante-marseille.fr,Marseille,Provence-Alpes-Cote-d-Azur
C0339,Clinique Pau 339,clinique,+33 2 62 87 06 14,contact339@sante-pau.fr,Pau,Nouvelle-Aquitaine
C0340,Clinique Toulouse 340,clinique,0182296195,contact340@sante-toulouse.fr,Toulouse,Occitanie
C0341,Clinique Nice 341,clinique,03 86 80 91 10,contact341@sante-nice.fr,Nice,Provence-Alpes-Cote-d-Azur
C0342,Clinique Roubaix 342,clinique,+33 6 32 47 55 73,contact342@sante-roubaix.fr,Roubaix,Hauts-de-France
C0343,Hôpital Dupuis de Alençon,hopital,03 57 63 52 70,contact343@sante-alençon.fr,Alençon,Normandie
C0344,District Sanitaire de Roubaix,district_sanitaire,+33 4 92 56 49 69,contact344@sante-roubaix.fr,Roubaix,Hauts-de-France
C0345,District Sanitaire de Toulouse,district_sanitaire,+33 2 32 64 48 89,contact345@sante-toulouse.fr,Toulouse,Occitanie
C0346,Clinique Saint-Étienne 346,clinique,04 65 95 29 17,contact346@sante-saint-étienne.fr,Saint-Étienne,Auvergne-Rhône-Alpes
C0347,District Sanitaire de Pau,district_sanitaire,05 58 86 12 53,contact347@sante-pau.fr,Pau,Nouvelle-Aquitaine
C0348,District Sanitaire de Quimper,district_sanitaire,+33 (0)5 35 13 90 28,contact348@sante-quimper.fr,Quimper,Bretagne
C0349,Clinique Clermont-Ferrand 349,clinique,+33 5 86 68 59 21,contact349@sante-clermont-ferrand.fr,Clermont-Ferrand,Auvergne-Rhône-Alpes
C0350,Hôpital Maillard de Caen,hopital,+33 3 61 77 88 93,contact350@sante-caen.fr,Caen,Normandie
C0351,Hôpital Lopez de Pau,hopital,0596088480,contact351@sante-pau.fr,Pau,Nouvelle-Aquitaine
C0352,Clinique La Roche-sur-Yon 352,clinique,0155932421,contact352@sante-la-roche-sur-yon.fr,La Roche-sur-Yon,Pays de la Loire
C0353,Clinique Avignon 353,clinique,0278674601,contact353@sante-avignon.fr,Avignon,Provence-Alpes-Cote-d-Azur
C0354,Hôpital Gay de Brest,hopital,02 51 42 49 84,contact354@sante-brest.fr,Brest,Bretagne
C0355,Hôpital Lefèvre de Chartres,hopital,+33 (0)5 16 65 22 88,contact355@sante-chartres.fr,Chartres,Centre-Val de Loire
C0356,District Sanitaire de Lorient,district_sanitaire,0434648849,contact356@sante-lorient.fr,Lorient,Bretagne
C0357,Hôpital Schneider de Belfort,hopital,02 69 82 07 61,contact357@sante-belfort.fr,Belfort,Bourgogne-Franche-Comté
C0358,Hôpital Rossi de Rouen,hopital,+33 1 43 97 46 57,contact358@sante-rouen.fr,Rouen,Normandie
C0359,Hôpital Dijoux de Vannes,hopital,+33 2 69 12 24 46,contact359@sante-vannes.fr,Vannes,Bretagne
C0360,Hôpital Foucher de Alençon,hopital,+33 (0)1 83 51 61 39,contact360@sante-alençon.fr,Alençon,Normandie
C0361,District Sanitaire de Poitiers,district_sanitaire,0179298297,contact361@sante-poitiers.fr,Poitiers,Nouvelle-Aquitaine
C0362,District Sanitaire de Nantes,district_sanitaire,0278085073,contact362@sante-nantes.fr,Nantes,Pays de la Loire
C0363,Clinique Albi 363,clinique,+33 3 45 91 24 56,contact363@sante-albi.fr,Albi,Occitanie
C0364,Clinique Annecy 364,clinique,+33 (0)1 83 35 63 03,contact364@sante-annecy.fr,Annecy,Auvergne-Rhône-Alpes
C0365,Hôpital Goncalves de Saint-Denis,hopital,05 94 02 56 50,contact365@sante-saint-denis.fr,Saint-Denis,Île-de-France
C0366,Clinique Lorient 366,clinique,04 65 11 41 93,contact366@sante-lorient.fr,Lorient,Bretagne
C0367,District Sanitaire de Rouen,district_sanitaire,02 77 53 01 85,contact367@sante-rouen.fr,Rouen,Normandie
C0368,District Sanitaire de Angers,district_sanitaire,0665014427,contact368@sante-angers.fr,Angers,Pays de la Loire
C0369,Clinique Saint-Denis 369,clinique,+33 3 66 00 11 81,contact369@sante-saint-denis.fr,Saint-Denis,Île-de-France
C0370,District Sanitaire de Versailles,district_sanitaire,+33 (0)5 49 17 89 10,contact370@sante-versailles.fr,Versailles,Île-de-France
C0371,Clinique Lyon 371,clinique,+33 (0)2 44 49 34 08,contact371@sante-lyon.fr,Lyon,Auvergne-Rhône-Alpes
C0372,District Sanitaire de Strasbourg,district_sanitaire,+33 6 31 11 77 25,contact372@sante-strasbourg.fr,Strasbourg,Grand Est
C0373,Clinique Paris 373,clinique,+33 (0)5 46 04 17 35,contact373@sante-paris.fr,Paris,Île-de-France
C0374,Clinique Boulogne-Billancourt 374,clinique,+33 2 50 67 38 06,contact374@sante-boulogne-billancourt.fr,Boulogne-Billancourt,Île-de-France
C0375,District Sanitaire de Limoges,district_sanitaire,+33 (0)3 75 52 89 07,contact375@sante-limoges.fr,Limoges,Nouvelle-Aquitaine
C0376,Clinique Mâcon 376,clinique,0146915497,contact376@sante-mâcon.fr,Mâcon,Bourgogne-Franche-Comté
C0377,Clinique Aix-en-Provence 377,clinique,+33 5 54 74 71 16,contact377@sante-aix-en-provence.fr,Aix-en-Provence,Provence-Alpes-Cote-d-Azur
C0378,District Sanitaire de Marseille,district_sanitaire,0385060769,contact378@sante-marseille.fr,Marseille,Provence-Alpes-Cote-d-Azur
C0379,Hôpital Brunel de Chartres,hopital,0359199336,contact379@sante-chartres.fr,Chartres,Centre-Val de Loire
C0380,Hôpital Nguyen de Bourges,hopital,+33 (0)4 99 60 08 69,contact380@sante-bourges.fr,Bourges,Centre-Val de Loire
C0381,Clinique Bayonne 381,clinique,03 87 16 27 03,contact381@sante-bayonne.fr,Bayonne,Nouvelle-Aquitaine
C0382,District Sanitaire de Brest,district_sanitaire,+33 (0)4 68 89 12 43,contact382@sante-brest.fr,Brest,Bretagne
C0383,Hôpital Bertrand de Toulouse,hopital,+33 (0)3 44 02 81 14,contact383@sante-toulouse.fr,Toulouse,Occitanie
C0384,District Sanitaire de Dunkerque,district_sanitaire,+33 (0)1 82 85 17 80,contact384@sante-dunkerque.fr,Dunkerque,Hauts-de-France
C0385,Clinique Auxerre 385,clinique,+33 (0)1 77 42 46 08,contact385@sante-auxerre.fr,Auxerre,Bourgogne-Franche-Comté
C0386,Hôpital Maréchal de Lorient,hopital,0470886569,contact386@sante-lorient.fr,Lorient,Bretagne
C0387,Clinique Perpignan 387,clinique,+33 (0)5 57 51 17 77,contact387@sante-perpignan.fr,Perpignan,Occitanie
C0388,Hôpital Bonnet de Poitiers,hopital,0426050401,contact388@sante-poitiers.fr,Poitiers,Nouvelle-Aquitaine
C0389,Hôpital Pires de Dijon,hopital,0473851810,contact389@sante-dijon.fr,Dijon,Bourgogne-Franche-Comté
C0390,District Sanitaire de Blois,district_sanitaire,+33 (0)5 45 67 90 66,contact390@sante-blois.fr,Blois,Centre-Val de Loire
C0391,Hôpital Labbé de Versailles,hopital,+33 (0)4 50 78 14 23,contact391@sante-versailles.fr,Versailles,Île-de-France
C0392,District Sanitaire de Lyon,district_sanitaire,+33 (0)3 54 30 69 25,contact392@sante-lyon.fr,Lyon,Auvergne-Rhône-Alpes
C0393,District Sanitaire de Saint-Denis,district_sanitaire,+33 (0)1 43 74 43 45,contact393@sante-saint-denis.fr,Saint-Denis,Île-de-France
C0394,Hôpital Martin de Orléans,hopital,+33 (0)6 32 36 58 23,contact394@sante-orléans.fr,Orléans,Centre-Val de Loire
C0395,Clinique Dijon 395,clinique,+33 (0)3 60 19 08 04,contact395@sante-dijon.fr,Dijon,Bourgogne-Franche-Comté
C0396,District Sanitaire de Le Mans,district_sanitaire,+33 4 95 86 51 17,contact396@sante-le-mans.fr,Le Mans,Pays de la Loire
C0397,Hôpital Germain de Toulouse,hopital,+33 (0)4 85 41 76 16,contact397@sante-toulouse.fr,Toulouse,Occitanie
C0398,Hôpital Mendès de Quimper,hopital,0432775854,contact398@sante-quimper.fr,Quimper,Bretagne
C0399,Clinique Auxerre 399,clinique,+33 6 81 17 81 58,contact399@sante-auxerre.fr,Auxerre,Bourgogne-Franche-Comté
C0400,District Sanitaire de Alençon,district_sanitaire,+33 5 47 59 01 82,contact400@sante-alençon.fr,Alençon,Normandie
C0401,Clinique Reims 401,clinique,+33 5 40 91 45 25,contact401@sante-reims.fr,Reims,Grand Est
C0402,Hôpital Peron de Bayonne,hopital,+33 (0)2 22 98 73 00,contact402@sante-bayonne.fr,Bayonne,Nouvelle-Aquitaine
C0403,Clinique Toulon 403,clinique,+33 (0)5 49 17 28 30,contact403@sante-toulon.fr,Toulon,Provence-Alpes-Cote-d-Azur
C0404,District Sanitaire de Montreuil,district_sanitaire,+33 (0)3 53 31 82 13,contact404@sante-montreuil.fr,Montreuil,Île-de-France
C0405,District Sanitaire de Besançon,district_sanitaire,0249383808,contact405@sante-besançon.fr,Besançon,Bourgogne-Franche-Comté
C0406,District Sanitaire de Blois,district_sanitaire,+33 (0)6 34 81 95 65,contact406@sante-blois.fr,Blois,Centre-Val de Loire
C0407,Clinique Nantes 407,clinique,+33 (0)2 62 89 68 14,contact407@sante-nantes.fr,Nantes,Pays de la Loire
C0408,District Sanitaire de Blois,district_sanitaire,0278365066,contact408@sante-blois.fr,Blois,Centre-Val de Loire
C0409,Clinique Nancy 409,clinique,0478722130,contact409@sante-nancy.fr,Nancy,Grand Est
C0410,Clinique Poitiers 410,clinique,04 49 51 24 26,contact410@sante-poitiers.fr,Poitiers,Nouvelle-Aquitaine
C0411,Clinique Bayonne 411,clinique,+33 1 56 80 06 14,contact411@sante-bayonne.fr,Bayonne,Nouvelle-Aquitaine
C0412,Clinique Montpellier 412,clinique,05 19 29 08 05,contact412@sante-montpellier.fr,Montpellier,Occitanie
C0413,Clinique Besançon 413,clinique,+33 (0)2 23 47 04 48,contact413@sante-besançon.fr,Besançon,Bourgogne-Franche-Comté
C0414,Clinique Montreuil 414,clinique,05 35 90 66 20,contact414@sante-montreuil.fr,Montreuil,Île-de-France
C0415,District Sanitaire de Avignon,district_sanitaire,+33 (0)4 58 34 67 00,contact415@sante-avignon.fr,Avignon,Provence-Alpes-Cote-d-Azur
C0416,Hôpital Gaillard de Pau,hopital,0479606090,contact416@sante-pau.fr,Pau,Nouvelle-Aquitaine
C0417,Clinique Amiens 417,clinique,+33 (0)1 34 18 27 33,contact417@sante-amiens.fr,Amiens,Hauts-de-France
C0418,Clinique Orléans 418,clinique,+33 2 51 90 55 49,contact418@sante-orléans.fr,Orléans,Centre-Val de Loire
C0419,District Sanitaire de Strasbourg,district_sanitaire,+33 (0)3 75 73 19 68,contact419@sante-strasbourg.fr,Strasbourg,Grand Est
C0420,Hôpital Fouquet de Besançon,hopital,+33 (0)4 70 93 47 00,contact420@sante-besançon.fr,Besançon,Bourgogne-Franche-Comté
C0421,District Sanitaire de Dunkerque,district_sanitaire,+33 (0)4 69 32 63 43,contact421@sante-dunkerque.fr,Dunkerque,Hauts-de-France
C0422,Hôpital Berger de Alençon,hopital,07 90 93 90 54,contact422@sante-alençon.fr,Alençon,Normandie
C0423,District Sanitaire de Grenoble,district_sanitaire,0508821840,contact423@sante-grenoble.fr,Grenoble,Auvergne-Rhône-Alpes
C0424,Hôpital Lenoir de Auxerre,hopital,+33 5 82 50 05 03,contact424@sante-auxerre.fr,Auxerre,Bourgogne-Franche-Comté
C0425,Clinique Le Mans 425,clinique,+33 (0)1 81 47 87 89,contact425@sante-le-mans.fr,Le Mans,Pays de la Loire
C0426,Hôpital Menard de Lille,hopital,+33 (0)5 54 26 03 37,contact426@sante-lille.fr,Lille,Hauts-de-France
C0427,District Sanitaire de Toulouse,district_sanitaire,+33 (0)1 56 11 62 93,contact427@sante-toulouse.fr,Toulouse,Occitanie
C0428,District Sanitaire de Le Mans,district_sanitaire,0139725482,contact428@sante-le-mans.fr,Le Mans,Pays de la Loire
C0429,Clinique Caen 429,clinique,+33 (0)4 86 24 38 05,contact429@sante-caen.fr,Caen,Normandie
C0430,Clinique Albi 430,clinique,+33 (0)2 46 52 87 80,contact430@sante-albi.fr,Albi,Occitanie
C0431,Clinique Dunkerque 431,clinique,+33 1 75 43 47 66,contact431@sante-dunkerque.fr,Dunkerque,Hauts-de-France
C0432,Clinique Quimper 432,clinique,0558356551,contact432@sante-quimper.fr,Quimper,Bretagne
C0433,District Sanitaire de Roubaix,district_sanitaire,+33 (0)7 67 67 36 90,contact433@sante-roubaix.fr,Roubaix,Hauts-de-France
C0434,Hôpital Gomes de Saint-Nazaire,hopital,+33 3 54 08 26 47,contact434@sante-saint-nazaire.fr,Saint-Nazaire,Pays de la Loire
