id_ligne,id_commande,code_produit,numero_lot,quantite_commandee,quantite_livree,taux_satisfaction,montant
19286,3520,MN00022,LOT86858,473,333,0.704,13999603.05
19287,3520,MM00007,LOT68529,226,202,0.8938,1498302.68
19288,3520,AP00015,LOT56346,251,243,0.9681,959028.66
19289,3520,MC00011,LOT37802,320,224,0.7,10187997.12
19290,3520,AP00006,LOT49535,68,52,0.7647,1445448.16
19291,3520,MC00001,LOT72070,106,75,0.7075,3349827.0
19292,3521,PA00001,LOT79163,278,250,0.8993,1991525.0
19293,3521,CA00014,LOT21915,412,387,0.9393,13384406.61
19294,3521,SI00014,LOT46585,205,193,0.9415,7087220.55
19295,3521,CA00019,LOT89818,435,363,0.8345,7160908.26
19296,3521,PA00014,LOT96752,449,336,0.7483,3254771.52
19297,3521,MM00003,LOT76698,451,399,0.8847,5961431.07
19298,3521,CA00012,LOT28726,305,248,0.8131,11414797.68
19299,3522,TU00020,LOT46471,205,191,0.9317,304543.77
19300,3522,AP00008,LOT52219,67,59,0.8806,1505104.16
19301,3522,MC00006,LOT11658,237,187,0.789,4237320.89
19302,3522,TU00015,LOT61116,136,119,0.875,3166926.77
19303,3522,AP00021,LOT79531,354,329,0.9294,8177564.78
19304,3523,PP00019,LOT77449,191,152,0.7958,452564.8
19305,3523,PP00022,LOT25915,168,154,0.9167,978506.76
19306,3523,PP00011,LOT47828,118,90,0.7627,1696795.2
19307,3523,SI00016,LOT15014,398,363,0.9121,3858936.84
19308,3523,CA00022,LOT19071,142,105,0.7394,2955471.75
19309,3524,CA00021,LOT41385,97,71,0.732,1006891.47
19310,3524,MM00022,LOT93746,77,71,0.9221,2902150.56
19311,3524,CA00014,LOT21915,303,224,0.7393,2664587.52
19312,3524,CA00002,LOT30926,410,319,0.778,11637831.37
19313,3524,AP00013,LOT72163,299,265,0.8863,9345961.7
19314,3524,AP00022,LOT52517,447,389,0.8702,7351532.06
19315,3524,PA00003,LOT54313,441,361,0.8186,15063869.37
19316,3525,PP00021,LOT36680,327,29,0.0887,142332.0
19317,3525,CA00022,LOT19071,263,80,0.3042,2073180.0
19318,3525,TU00016,LOT73993,71,24,0.338,703641.12
19319,3525,TU00002,LOT32241,404,193,0.4777,5827360.94
19320,3525,PA00017,LOT18907,382,184,0.4817,4545339.12
19321,3525,SI00017,LOT89457,472,0,0.0,0.0
19322,3526,PP00006,LOT44687,188,144,0.766,4586438.88
19323,3526,TU00011,LOT47450,182,180,0.989,5717185.2
19324,3526,AP00016,LOT23579,309,301,0.9741,2400601.42
19325,3527,MC00005,LOT15383,378,133,0.3519,4312658.0
19326,3527,MC00006,LOT11658,400,133,0.3325,1175907.53
19327,3527,CA00003,LOT23396,118,16,0.1356,346479.36
19328,3527,MC00003,LOT85470,441,34,0.0771,1278187.16
19329,3527,MC00018,LOT35105,225,65,0.2889,1242809.75
19330,3528,AP00002,LOT96646,55,43,0.7818,1440562.78
19331,3528,CA00014,LOT21915,228,195,0.8553,6990941.1
19332,3528,MN00010,LOT83048,199,153,0.7688,4929190.29
19333,3528,MM00013,LOT62098,342,248,0.7251,9014549.52
19334,3529,PA00018,LOT87924,193,179,0.9275,8015485.75
19335,3529,TU00005,LOT74799,146,110,0.7534,2610961.1
19336,3529,SI00021,LOT65108,333,318,0.955,15018888.78
19337,3529,PA00006,LOT85525,453,355,0.7837,14208619.4
19338,3530,AP00008,LOT52219,451,396,0.878,15389664.84
19339,3530,TU00015,LOT61116,339,333,0.9823,7995599.73
19340,3530,PA00017,LOT18907,185,183,0.9892,6998802.06
19341,3530,MC00002,LOT31992,72,66,0.9167,1342628.1
19342,3530,PP00016,LOT21959,267,207,0.7753,6433197.75
19343,3530,PA00021,LOT70068,108,102,0.9444,2145555.72
19344,3530,TU00004,LOT72277,191,171,0.8953,6198372.09
19345,3531,MC00006,LOT11658,228,213,0.9342,1365202.2
19346,3531,CA00017,LOT94012,275,232,0.8436,3967114.16
19347,3531,AP00013,LOT72163,488,417,0.8545,8129143.95
19348,3531,CA00012,LOT28726,382,284,0.7435,11708737.8
19349,3531,AP00019,LOT45818,475,459,0.9663,15840783.09
19350,3532,CA00013,LOT66155,134,103,0.7687,3998495.02
19351,3532,MM00018,LOT99364,131,106,0.8092,2384391.56
19352,3532,CA00022,LOT19071,272,207,0.761,9095892.57
19353,3532,MN00004,LOT38705,81,59,0.7284,1868610.83
19354,3532,PP00001,LOT43092,449,404,0.8998,14671433.72
19355,3532,SI00018,LOT10221,395,365,0.9241,14074403.65
19356,3532,AP00021,LOT79531,433,375,0.8661,17932856.25
19357,3533,PA00004,LOT92719,222,190,0.8559,2567010.2
19358,3533,MC00021,LOT82529,449,391,0.8708,16096480.77
19359,3533,TU00013,LOT63424,479,406,0.8476,6809411.7
19360,3533,MM00015,LOT39817,454,319,0.7026,14105538.81
19361,3534,CA00010,LOT14207,227,193,0.8502,1780486.76
19362,3534,MN00005,LOT92345,201,144,0.7164,762825.6
19363,3534,MN00004,LOT38705,90,83,0.9222,3935033.32
19364,3535,PA00003,LOT54313,92,85,0.9239,3147529.6
19365,3535,MM00016,LOT68153,269,249,0.9257,12096258.15
19366,3535,MC00011,LOT37802,493,361,0.7323,8221626.99
19367,3535,AP00019,LOT45818,415,403,0.9711,5597299.24
19368,3535,MM00005,LOT19150,464,456,0.9828,22455423.6
19369,3536,SI00013,LOT39219,181,165,0.9116,7146263.85
19370,3536,MM00006,LOT47072,343,335,0.9767,2061305.25
19371,3536,PA00015,LOT81066,241,186,0.7718,2894559.9
19372,3536,MN00009,LOT54396,71,66,0.9296,636903.96
19373,3536,PA00017,LOT18907,65,57,0.8769,931971.09
19374,3537,TU00003,LOT40784,444,311,0.7005,6559621.33
19375,3537,AP00014,LOT27054,172,143,0.8314,2206282.65
19376,3537,SI00012,LOT71694,443,398,0.8984,17110784.16
19377,3537,PA00010,LOT70637,92,81,0.8804,1129375.71
19378,3537,PA00004,LOT92719,132,112,0.8485,829431.68
19379,3537,SI00014,LOT46585,68,53,0.7794,574289.98
19380,3537,MN00010,LOT83048,412,289,0.7015,370498.0
19381,3537,AP00005,LOT69245,138,106,0.7681,5002771.76
19382,3538,SI00007,LOT81511,487,370,0.7598,11866543.8
19383,3538,TU00013,LOT63424,267,240,0.8989,1958234.4
19384,3538,AP00014,LOT27054,271,228,0.8413,7518696.72
19385,3538,MC00001,LOT72070,209,185,0.8852,5192222.95
19386,3538,PP00009,LOT96662,174,169,0.9713,2970839.17
19387,3538,AP00004,LOT24896,426,309,0.7254,9403846.44
19388,3539,CA00004,LOT15695,449,102,0.2272,901687.14
19389,3539,MC00022,LOT11607,213,47,0.2207,695170.89
19390,3539,PA00021,LOT70068,499,29,0.0581,1166058.97
19391,3539,MC00007,LOT30052,157,48,0.3057,2197068.48
19392,3539,MM00021,LOT98815,66,17,0.2576,358275.17
19393,3539,SI00009,LOT56357,451,69,0.153,2088704.52
19394,3540,MM00017,LOT48452,251,216,0.8606,10466292.96
19395,3540,MC00021,LOT82529,409,360,0.8802,5944842.0
19396,3540,MM00008,LOT52176,94,80,0.8511,2700457.6
19397,3540,PP00008,LOT47056,82,75,0.9146,937267.5
19398,3540,SI00006,LOT67912,367,337,0.9183,12096422.91
19399,3541,SI00010,LOT33206,446,385,0.8632,3833502.75
19400,3541,AP00021,LOT79531,236,191,0.8093,4451149.95
19401,3541,MN00015,LOT25220,292,224,0.7671,8477188.16
19402,3541,PA00006,LOT85525,436,433,0.9931,11678992.91
19403,3541,CA00001,LOT36062,391,334,0.8542,9467219.98
19404,3541,MN00003,LOT89482,60,58,0.9667,1722732.82
19405,3541,SI00008,LOT50404,260,253,0.9731,2389881.01
19406,3541,MM00004,LOT82255,98,76,0.7755,3718402.6
19407,3542,TU00004,LOT72277,188,59,0.3138,60272.63
19408,3542,CA00003,LOT23396,284,125,0.4401,4764355.0
19409,3542,TU00005,LOT74799,482,17,0.0353,699296.87
19410,3542,TU00001,LOT95813,113,54,0.4779,899059.5
19411,3543,PA00010,LOT70637,147,134,0.9116,1709435.32
19412,3543,SI00011,LOT97806,86,75,0.8721,2968944.75
19413,3543,MN00003,LOT89482,160,122,0.7625,2115664.22
19414,3544,PP00017,LOT53228,107,104,0.972,1412099.52
19415,3544,AP00008,LOT52219,354,264,0.7458,9696764.88
19416,3544,MC00011,LOT37802,466,455,0.9764,618222.15
19417,3544,PA00005,LOT77391,460,401,0.8717,12269417.05
19418,3544,PA00022,LOT19016,59,55,0.9322,283737.3
19419,3544,PP00003,LOT42530,84,78,0.9286,998823.54
19420,3544,MC00020,LOT49618,258,247,0.9574,672736.61
19421,3544,MC00005,LOT15383,247,234,0.9474,1232681.58
19422,3545,MC00006,LOT11658,380,326,0.8579,13313422.72
19423,3545,PA00008,LOT98259,349,269,0.7708,6156627.21
19424,3545,MN00019,LOT17936,163,117,0.7178,723809.97
19425,3545,AP00016,LOT23579,423,300,0.7092,1052826.0
19426,3545,PP00020,LOT77952,168,117,0.6964,5783511.24
19427,3546,SI00001,LOT90173,238,191,0.8025,5613631.34
19428,3546,TU00006,LOT65724,82,62,0.7561,2450897.82
19429,3546,TU00018,LOT83975,429,316,0.7366,10315579.84
19430,3547,MM00007,LOT68529,467,146,0.3126,2684669.9
19431,3547,CA00007,LOT31319,341,157,0.4604,2427705.13
19432,3547,PA00010,LOT70637,420,153,0.3643,2259595.8
19433,3547,PP00013,LOT89129,276,111,0.4022,4309724.85
19434,3547,MN00009,LOT54396,190,46,0.2421,628030.18
19435,3547,AP00009,LOT52622,157,27,0.172,258956.19
19436,3547,CA00014,LOT21915,73,10,0.137,359794.8
19437,3548,MC00013,LOT82768,420,340,0.8095,9476871.0
19438,3548,TU00019,LOT16590,248,219,0.8831,9026498.91
19439,3548,PP00002,LOT92502,181,141,0.779,1720101.3
19440,3548,PP00020,LOT77952,126,105,0.8333,3273638.55
19441,3549,MN00007,LOT33021,82,61,0.7439,1177190.2
19442,3549,MM00001,LOT82199,69,53,0.7681,566714.69
19443,3549,TU00020,LOT46471,209,168,0.8038,6121489.92
19444,3550,TU00013,LOT63424,496,41,0.0827,611419.06
19445,3550,CA00018,LOT75612,269,4,0.0149,97604.72
19446,3550,SI00014,LOT46585,337,142,0.4214,671138.86
19447,3550,AP00022,LOT52517,337,141,0.4184,2109014.55
19448,3550,AP00006,LOT49535,358,123,0.3436,3835015.77
19449,3551,MC00002,LOT31992,303,236,0.7789,3321270.48
19450,3551,CA00001,LOT36062,222,169,0.7613,2206443.72
19451,3551,TU00022,LOT14067,459,390,0.8497,8362142.1
19452,3551,TU00011,LOT47450,316,233,0.7373,5109233.32
19453,3551,PP00018,LOT14809,399,338,0.8471,12740771.42
19454,3551,MC00009,LOT42177,337,263,0.7804,12702634.37
19455,3552,MN00008,LOT75771,452,375,0.8296,9216266.25
19456,3552,PA00002,LOT62296,384,367,0.9557,3179610.93
19457,3552,PP00012,LOT75597,333,252,0.7568,1609612.2
19458,3552,AP00005,LOT69245,316,231,0.731,2293210.92
19459,3552,CA00019,LOT89818,397,370,0.932,2745059.6
19460,3553,MC00017,LOT35242,221,43,0.1946,1262741.01
19461,3553,SI00003,LOT89276,127,8,0.063,335617.2
19462,3553,PP00014,LOT86955,200,12,0.06,142412.4
19463,3553,MN00007,LOT33021,269,61,0.2268,2165912.36
19464,3554,CA00007,LOT31319,439,393,0.8952,1843342.92
19465,3554,PP00014,LOT86955,100,83,0.83,3687098.21
19466,3554,MC00002,LOT31992,414,394,0.9517,5953221.8
19467,3554,MM00021,LOT98815,419,295,0.7041,3034989.5
19468,3554,PP00022,LOT25915,77,58,0.7532,80678.0
19469,3554,AP00016,LOT23579,122,102,0.8361,657374.7
19470,3554,PA00006,LOT85525,457,417,0.9125,15012150.12
19471,3554,PP00005,LOT50026,407,348,0.855,10303427.4
19472,3555,AP00007,LOT65872,312,272,0.8718,3289630.56
19473,3555,MM00018,LOT99364,240,181,0.7542,1010566.44
19474,3555,SI00010,LOT33206,173,166,0.9595,2865322.68
19475,3555,PA00006,LOT85525,419,346,0.8258,7162722.46
19476,3555,MN00004,LOT38705,471,378,0.8025,4710481.02
19477,3555,MN00001,LOT73335,325,259,0.7969,9976462.44
19478,3555,MN00014,LOT95097,193,192,0.9948,7783365.12
19479,3555,SI00014,LOT46585,487,421,0.8645,13893669.39
19480,3556,CA00013,LOT66155,442,331,0.7489,10300478.37
19481,3556,TU00014,LOT61049,385,331,0.8597,16328259.79
19482,3556,MN00021,LOT41925,341,261,0.7654,7857509.4
19483,3557,MC00007,LOT30052,250,180,0.72,2512652.4
19484,3557,MC00020,LOT49618,127,90,0.7087,649039.5
19485,3557,AP00003,LOT52437,185,172,0.9297,1473410.48
19486,3557,AP00013,LOT72163,345,302,0.8754,7967237.16
19487,3558,PA00008,LOT98259,150,110,0.7333,3009013.7
19488,3558,MN00015,LOT25220,473,439,0.9281,2378405.42
19489,3558,PA00009,LOT42591,237,210,0.8861,8613467.1
19490,3558,TU00017,LOT31632,143,119,0.8322,5899840.31
19491,3558,PA00011,LOT16630,232,212,0.9138,3943017.68
19492,3558,PA00017,LOT18907,341,321,0.9413,15238698.18
19493,3559,AP00002,LOT96646,291,237,0.8144,3722971.38
19494,3559,PP00004,LOT39581,346,260,0.7514,10046223.2
19495,3559,MC00004,LOT23356,328,290,0.8841,9648157.9
19496,3559,MM00015,LOT39817,317,309,0.9748,5273934.75
19497,3559,TU00017,LOT31632,315,273,0.8667,12048115.17
19498,3560,TU00003,LOT40784,115,85,0.7391,1313011.15
19499,3560,TU00015,LOT61116,392,301,0.7679,6678717.43
19500,3560,MM00008,LOT52176,279,206,0.7384,5747709.0
19501,3560,MC00004,LOT23356,420,363,0.8643,16358707.53
19502,3561,MC00017,LOT35242,356,279,0.7837,10984285.8
19503,3561,PA00022,LOT19016,262,253,0.9656,7999133.89
19504,3561,SI00003,LOT89276,181,134,0.7403,5988742.74
19505,3561,MN00014,LOT95097,485,392,0.8082,7691161.52
19506,3561,TU00017,LOT31632,127,110,0.8661,5313113.3
19507,3561,MN00002,LOT12875,240,210,0.875,10129788.9
19508,3561,CA00021,LOT41385,333,258,0.7748,7581221.64
19509,3562,MC00008,LOT80539,334,329,0.985,4973716.72
19510,3562,MN00008,LOT75771,271,236,0.8708,5456010.84
19511,3562,AP00012,LOT22463,473,425,0.8985,11301353.5
19512,3562,AP00003,LOT52437,287,286,0.9965,5689369.4
19513,3562,SI00005,LOT15778,224,195,0.8705,1832188.8
19514,3563,AP00009,LOT52622,439,423,0.9636,17789184.63
19515,3563,PP00013,LOT89129,429,415,0.9674,14521493.25
19516,3563,MC00011,LOT37802,433,357,0.8245,13230220.08
19517,3564,PP00005,LOT50026,56,55,0.9821,1317681.75
19518,3564,PA00020,LOT27154,410,335,0.8171,14544021.65
19519,3564,MM00002,LOT70482,391,314,0.8031,4537909.16
19520,3564,MN00010,LOT83048,233,192,0.824,8969940.48
19521,3564,TU00008,LOT83259,134,128,0.9552,5990828.8
19522,3564,CA00011,LOT51245,392,382,0.9745,10180097.54
19523,3564,PA00010,LOT70637,155,115,0.7419,3149288.8
19524,3565,MN00007,LOT33021,394,302,0.7665,6513496.74
19525,3565,SI00017,LOT89457,64,62,0.9688,2816204.92
19526,3565,PP00022,LOT25915,127,100,0.7874,216844.0
19527,3565,CA00004,LOT15695,487,476,0.9774,1078116.2
19528,3565,MC00002,LOT31992,55,50,0.9091,156337.0
19529,3566,TU00014,LOT61049,446,367,0.8229,18299845.78
19530,3566,AP00019,LOT45818,306,268,0.8758,8572928.72
19531,3566,MM00001,LOT82199,75,64,0.8533,2455678.08
19532,3566,MM00022,LOT93746,301,267,0.887,2727680.01
19533,3566,MM00003,LOT76698,388,360,0.9278,6364936.8
19534,3566,SI00012,LOT71694,300,249,0.83,5294292.78
19535,3566,PP00011,LOT47828,80,57,0.7125,292313.67
19536,3566,MN00011,LOT69609,66,57,0.8636,2503044.42
19537,3567,AP00021,LOT79531,304,244,0.8026,3305607.08
19538,3567,MN00007,LOT33021,60,59,0.9833,2947435.86
19539,3567,MN00010,LOT83048,211,160,0.7583,258678.4
19540,3567,SI00020,LOT50538,436,429,0.9839,18121839.45
19541,3567,MC00003,LOT85470,375,320,0.8533,4760960.0
19542,3567,MM00001,LOT82199,173,154,0.8902,2169672.12
19543,3568,PA00008,LOT98259,200,197,0.985,3657277.42
19544,3568,PP00006,LOT44687,148,145,0.9797,2086129.5
19545,3568,PP00009,LOT96662,362,361,0.9972,2576807.17
19546,3569,TU00018,LOT83975,495,444,0.897,17556288.36
19547,3569,MC00007,LOT30052,191,134,0.7016,3815063.08
19548,3569,PA00007,LOT22704,418,317,0.7584,10525534.86
19549,3569,SI00003,LOT89276,278,223,0.8022,7035643.31
19550,3570,MC00016,LOT53357,314,265,0.8439,787927.15
19551,3570,MC00021,LOT82529,294,280,0.9524,7773539.2
19552,3570,AP00022,LOT52517,378,359,0.9497,15542757.81
19553,3570,TU00005,LOT74799,133,123,0.9248,696197.22
19554,3570,SI00007,LOT81511,201,171,0.8507,3929663.79
19555,3570,CA00008,LOT89840,488,379,0.7766,6279018.07
19556,3570,PP00006,LOT44687,320,251,0.7844,7133081.15
19557,3570,SI00006,LOT67912,498,466,0.9357,3179844.2
19558,3571,SI00002,LOT27601,85,66,0.7765,383260.68
19559,3571,SI00004,LOT76244,497,484,0.9738,16469924.68
19560,3571,CA00019,LOT89818,275,196,0.7127,9424948.12
19561,3571,MM00017,LOT48452,105,93,0.8857,297243.81
19562,3571,MN00001,LOT73335,376,267,0.7101,2310759.51
19563,3572,AP00002,LOT96646,484,412,0.8512,8776856.6
19564,3572,MC00016,LOT53357,330,288,0.8727,1965781.44
19565,3572,CA00022,LOT19071,484,420,0.8678,15302788.2
19566,3572,MM00009,LOT15720,359,332,0.9248,2925142.44
19567,3572,SI00015,LOT53404,181,173,0.9558,7129672.54
19568,3572,CA00005,LOT48427,468,392,0.8376,16611254.8
19569,3572,SI00016,LOT15014,262,250,0.9542,8060365.0
19570,3573,MM00019,LOT99539,376,269,0.7154,11861834.76
19571,3573,PA00003,LOT54313,115,109,0.9478,3247562.35
19572,3573,CA00016,LOT82512,99,81,0.8182,919401.84
19573,3574,PA00007,LOT22704,86,75,0.8721,934326.75
19574,3574,CA00005,LOT48427,72,69,0.9583,3029827.95
19575,3574,MC00008,LOT80539,166,118,0.7108,4079492.46
19576,3574,MC00007,LOT30052,126,117,0.9286,234372.06
19577,3574,MM00007,LOT68529,179,139,0.7765,615247.36
19578,3574,AP00003,LOT52437,376,294,0.7819,11365604.88
19579,3574,MM00022,LOT93746,412,325,0.7888,8451118.0
19580,3574,PA00006,LOT85525,53,44,0.8302,2153838.72
19581,3575,AP00019,LOT45818,476,72,0.1513,1188068.4
19582,3575,MN00010,LOT83048,255,36,0.1412,680068.44
19583,3575,MC00005,LOT15383,293,24,0.0819,854512.8
19584,3575,MN00018,LOT57537,96,38,0.3958,502871.1
19585,3575,MN00007,LOT33021,189,10,0.0529,58137.8
19586,3575,TU00016,LOT73993,272,20,0.0735,570942.2
19587,3575,MM00011,LOT23154,202,27,0.1337,318155.04
19588,3575,MC00009,LOT42177,490,232,0.4735,8823333.52
19589,3576,PA00019,LOT51467,169,165,0.9763,2025940.95
19590,3576,MC00015,LOT58368,122,108,0.8852,2268867.24
19591,3576,PA00012,LOT73092,92,80,0.8696,1034559.2
19592,3577,PP00005,LOT50026,415,356,0.8578,763833.6
19593,3577,SI00010,LOT33206,328,303,0.9238,10443058.62
19594,3577,MN00001,LOT73335,429,423,0.986,10264111.92
19595,3577,AP00012,LOT22463,206,148,0.7184,804689.32
19596,3577,TU00016,LOT73993,71,66,0.9296,573087.24
19597,3578,PP00002,LOT92502,476,418,0.8782,10892465.54
19598,3578,PA00019,LOT51467,146,117,0.8014,3786602.04
19599,3578,MN00005,LOT92345,190,143,0.7526,4583975.11
19600,3578,PP00022,LOT25915,290,240,0.8276,4278432.0
19601,3578,CA00019,LOT89818,175,145,0.8286,1324447.4
19602,3578,MM00019,LOT99539,91,80,0.8791,163524.8
19603,3579,AP00022,LOT52517,205,182,0.8878,4894573.32
19604,3579,PP00022,LOT25915,117,96,0.8205,728884.8
19605,3579,AP00019,LOT45818,193,147,0.7617,2354720.97
19606,3579,TU00002,LOT32241,247,237,0.9595,1715849.19
19607,3579,MC00017,LOT35242,425,383,0.9012,10963022.64
19608,3579,TU00016,LOT73993,246,215,0.874,1119907.05
19609,3579,PA00013,LOT44760,150,121,0.8067,1814364.75
19610,3580,MN00005,LOT92345,86,78,0.907,1294583.94
19611,3580,AP00007,LOT65872,405,392,0.9679,2597007.84
19612,3580,AP00005,LOT69245,60,51,0.85,1336987.44
19613,3580,MM00016,LOT68153,137,99,0.7226,430289.64
19614,3580,TU00020,LOT46471,149,116,0.7785,204170.44
19615,3580,MM00002,LOT70482,110,104,0.9455,4044278.16
19616,3581,MN00003,LOT89482,371,306,0.8248,3500202.42
19617,3581,MN00021,LOT41925,98,82,0.8367,1716255.08
19618,3581,MN00020,LOT22015,421,418,0.9929,12052336.12
19619,3581,SI00011,LOT97806,161,113,0.7019,1800412.05
19620,3582,TU00019,LOT16590,500,411,0.822,17402356.5
19621,3582,MC00018,LOT35105,360,258,0.7167,8085041.46
19622,3582,PP00012,LOT75597,110,94,0.8545,3621338.72
19623,3582,MN00001,LOT73335,76,59,0.7763,1929449.27
19624,3582,AP00015,LOT56346,467,339,0.7259,12231208.14
19625,3582,MM00009,LOT15720,161,125,0.7764,484955.0
19626,3582,TU00020,LOT46471,270,221,0.8185,2560775.62
19627,3582,PP00020,LOT77952,99,76,0.7677,853262.64
19628,3583,MN00010,LOT83048,465,353,0.7591,9733858.51
19629,3583,MM00005,LOT19150,300,237,0.79,3357007.83
19630,3583,MM00017,LOT48452,224,170,0.7589,7320137.1
19631,3583,MN00001,LOT73335,187,173,0.9251,4390639.66
19632,3583,PP00019,LOT77449,424,344,0.8113,13043114.32
19633,3584,CA00007,LOT31319,108,100,0.9259,1450649.0
19634,3584,TU00007,LOT83060,351,253,0.7208,3345689.71
19635,3584,PP00001,LOT43092,75,65,0.8667,918945.3
19636,3584,AP00003,LOT52437,484,362,0.7479,7382693.16
19637,3584,TU00012,LOT29769,106,101,0.9528,4188278.1
19638,3584,AP00011,LOT66370,84,67,0.7976,1583260.92
19639,3584,CA00005,LOT48427,265,192,0.7245,4539321.6
19640,3584,CA00014,LOT21915,493,463,0.9391,8402408.25
19641,3585,SI00018,LOT10221,194,72,0.3711,3195347.76
19642,3585,MN00007,LOT33021,339,124,0.3658,3938957.96
19643,3585,CA00005,LOT48427,275,89,0.3236,1435706.17
19644,3585,PA00004,LOT92719,171,24,0.1404,600661.92
19645,3585,MC00011,LOT37802,493,7,0.0142,113164.45
19646,3585,MN00006,LOT85965,137,30,0.219,175728.0
19647,3585,MN00021,LOT41925,75,29,0.3867,260343.15
19648,3586,MN00005,LOT92345,260,200,0.7692,6384402.0
19649,3586,CA00006,LOT47930,195,148,0.759,2016596.2
19650,3586,MC00012,LOT82848,423,374,0.8842,8939834.2
19651,3586,MC00014,LOT22196,464,409,0.8815,19102144.59
19652,3586,MM00014,LOT92155,369,313,0.8482,14193482.67
19653,3586,CA00009,LOT93886,380,359,0.9447,2012381.68
19654,3586,TU00004,LOT72277,493,391,0.7931,7782112.1
19655,3587,MN00020,LOT22015,203,154,0.7586,7444966.76
19656,3587,MM00009,LOT15720,334,315,0.9431,14826363.3
19657,3587,CA00006,LOT47930,57,50,0.8772,2422160.5
19658,3587,PA00015,LOT81066,422,376,0.891,13223976.4
19659,3588,AP00013,LOT72163,379,311,0.8206,10443750.09
19660,3588,TU00008,LOT83259,246,196,0.7967,5652534.16
19661,3588,PP00005,LOT50026,220,182,0.8273,6407142.56
19662,3588,CA00004,LOT15695,343,327,0.9534,1340749.05
19663,3588,SI00002,LOT27601,412,371,0.9005,18302628.33
19664,3588,MM00012,LOT63736,400,371,0.9275,9690835.35
19665,3588,PA00010,LOT70637,423,343,0.8109,4854499.58
19666,3589,MM00008,LOT52176,370,339,0.9162,8069016.99
19667,3589,SI00013,LOT39219,71,63,0.8873,2958481.26
19668,3589,SI00009,LOT56357,134,128,0.9552,5648134.4
19669,3590,MN00005,LOT92345,277,206,0.7437,4361357.84
19670,3590,PP00022,LOT25915,488,474,0.9713,4864737.84
19671,3590,MN00004,LOT38705,392,357,0.9107,5653441.29
19672,3590,PP00019,LOT77449,326,292,0.8957,3802859.08
19673,3591,SI00010,LOT33206,319,243,0.7618,3094247.79
19674,3591,PP00015,LOT71669,87,84,0.9655,1339758.0
19675,3591,SI00003,LOT89276,50,38,0.76,1866964.32
19676,3591,PP00019,LOT77449,253,180,0.7115,6054285.6
19677,3591,MC00008,LOT80539,379,320,0.8443,1561020.8
19678,3592,MM00021,LOT98815,312,267,0.8558,279928.14
19679,3592,CA00012,LOT28726,151,114,0.755,1388426.52
19680,3592,CA00014,LOT21915,494,450,0.9109,6655761.0
19681,3592,AP00018,LOT83526,198,167,0.8434,2652653.05
19682,3592,SI00003,LOT89276,95,94,0.9895,4481125.7
19683,3593,MN00017,LOT46666,430,358,0.8326,4834385.46
19684,3593,TU00018,LOT83975,200,162,0.81,4444248.06
19685,3593,PP00017,LOT53228,230,205,0.8913,4757795.8
19686,3593,TU00016,LOT73993,187,140,0.7487,3540518.8
19687,3594,SI00010,LOT33206,239,174,0.728,2546244.66
19688,3594,CA00005,LOT48427,325,273,0.84,12261309.06
19689,3594,SI00014,LOT46585,402,295,0.7338,3773262.4
19690,3594,MN00004,LOT38705,229,224,0.9782,2896844.16
19691,3594,MN00009,LOT54396,499,450,0.9018,22430884.5
19692,3595,AP00007,LOT65872,271,226,0.8339,7394776.5
19693,3595,SI00020,LOT50538,100,82,0.82,1337804.58
19694,3595,PA00022,LOT19016,270,266,0.9852,12447020.46
19695,3595,AP00015,LOT56346,278,239,0.8597,3255113.08
19696,3595,CA00001,LOT36062,202,169,0.8366,4805408.53
19697,3595,MN00001,LOT73335,53,45,0.8491,152687.25
19698,3595,MC00012,LOT82848,385,319,0.8286,923323.17
19699,3596,AP00006,LOT49535,203,155,0.7635,1066617.0
19700,3596,CA00021,LOT41385,60,48,0.8,53768.16
19701,3596,TU00018,LOT83975,236,194,0.822,6354016.04
19702,3596,MM00018,LOT99364,326,265,0.8129,8442078.5
19703,3596,MC00014,LOT22196,274,211,0.7701,9264220.86
19704,3596,TU00017,LOT31632,447,418,0.9351,3248110.8
19705,3597,PA00013,LOT44760,369,352,0.9539,2434143.36
19706,3597,MN00003,LOT89482,452,416,0.9204,4050671.04
19707,3597,MN00012,LOT24201,436,419,0.961,13948120.33
19708,3598,TU00010,LOT93579,190,154,0.8105,5758429.6
19709,3598,SI00016,LOT15014,283,222,0.7845,6982423.92
19710,3598,CA00018,LOT75612,474,433,0.9135,1868334.38
19711,3598,MM00014,LOT92155,469,369,0.7868,9556524.36
19712,3599,PA00009,LOT42591,88,63,0.7159,908987.94
19713,3599,TU00010,LOT93579,143,115,0.8042,5104361.25
19714,3599,SI00008,LOT50404,461,443,0.961,7658659.31
19715,3599,TU00019,LOT16590,192,140,0.7292,5544341.6
19716,3599,PP00002,LOT92502,63,56,0.8889,1709992.48
19717,3599,CA00004,LOT15695,457,403,0.8818,558485.46
19718,3599,SI00018,LOT10221,396,366,0.9242,4173629.76
19719,3599,SI00021,LOT65108,81,72,0.8889,2164721.76
19720,3600,TU00012,LOT29769,238,224,0.9412,2658738.88
19721,3600,TU00016,LOT73993,218,196,0.8991,3627569.96
19722,3600,PP00007,LOT63545,282,220,0.7801,4831708.2
19723,3601,SI00005,LOT15778,151,55,0.3642,1366645.5
19724,3601,PA00002,LOT62296,453,34,0.0751,1406997.86
