id_commande,code_client,date_commande,mois,annee,type_commande,statut,date_approbation,date_livraison_prevue,date_livraison_effective
2316,C0316,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-09,2023-05-09
2317,C0317,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-16,2023-05-16
2318,C0318,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-11,2023-05-12
2319,C0319,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-09,2023-05-07
2320,C0320,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-08,2023-05-10
2321,C0321,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-11,2023-05-16
2322,C0322,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-13,2023-05-13
2323,C0323,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-14,2023-05-15
2324,C0324,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-08,2023-05-11
2325,C0325,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-13,2023-05-18
2326,C0326,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-09,2023-05-08
2327,C0327,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-09,2023-05-13
2328,C0328,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-10,2023-05-13
2329,C0329,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-15,2023-05-18
2330,C0330,2023-05-02,5,2023,urgente,approuvee,2023-05-03,2023-05-12,
2331,C0331,2023-05-02,5,2023,normale,approuvee,2023-05-03,2023-05-13,
2332,C0332,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-08,2023-05-07
2333,C0333,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-07,2023-05-11
2334,C0334,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-09,2023-05-11
2335,C0335,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-09,2023-05-10
2336,C0336,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-06,2023-05-08
2337,C0337,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-17,2023-05-21
2338,C0338,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-11,2023-05-11
2339,C0339,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-13,2023-05-17
2340,C0340,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-15,2023-05-13
2341,C0341,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-12,2023-05-17
2342,C0342,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-13,2023-05-13
2343,C0343,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-08,2023-05-07
2344,C0344,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-10,2023-05-15
2345,C0345,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-15,2023-05-17
2346,C0346,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-13,2023-05-16
2347,C0347,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-14,2023-05-15
2348,C0348,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-10,2023-05-13
2349,C0349,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-16,2023-05-15
2350,C0350,2023-05-02,5,2023,urgente,approuvee,2023-05-07,2023-05-15,
2351,C0351,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-10,2023-05-12
2352,C0352,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-15,2023-05-17
2353,C0353,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-14,2023-05-19
2354,C0354,2023-05-02,5,2023,normale,approuvee,2023-05-06,2023-05-13,
2355,C0355,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-08,2023-05-09
2356,C0356,2023-05-02,5,2023,urgente,livree,2023-05-04,2023-05-13,2023-05-17
2357,C0357,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-07,2023-05-09
2358,C0358,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-10,2023-05-15
2359,C0359,2023-05-02,5,2023,urgente,livree,2023-05-03,2023-05-10,2023-05-08
2360,C0360,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-12,2023-05-17
2361,C0361,2023-05-02,5,2023,normale,approuvee,2023-05-05,2023-05-13,
2362,C0362,2023-05-02,5,2023,urgente,livree,2023-05-05,2023-05-14,2023-05-17
2363,C0363,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-10,2023-05-12
2364,C0364,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-14,2023-05-15
2365,C0365,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-12,2023-05-17
2366,C0366,2023-05-02,5,2023,urgente,livree,2023-05-04,2023-05-12,2023-05-15
2367,C0367,2023-05-02,5,2023,normale,approuvee,2023-05-07,2023-05-14,
2368,C0368,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-15,2023-05-17
2369,C0369,2023-05-02,5,2023,urgente,livree,2023-05-05,2023-05-08,2023-05-11
2370,C0370,2023-05-02,5,2023,normale,approuvee,2023-05-05,2023-05-08,
2371,C0371,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-14,2023-05-12
2372,C0372,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-10,2023-05-11
2373,C0373,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-10,2023-05-08
2374,C0374,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-08,2023-05-13
2375,C0375,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-11,2023-05-14
2376,C0376,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-07,2023-05-06
2377,C0377,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-07,2023-05-05
2378,C0378,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-14,2023-05-15
2379,C0379,2023-05-02,5,2023,urgente,livree,2023-05-04,2023-05-14,2023-05-19
2380,C0380,2023-05-02,5,2023,normale,approuvee,2023-05-07,2023-05-14,
2381,C0381,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-09,2023-05-09
2382,C0382,2023-05-02,5,2023,urgente,livree,2023-05-04,2023-05-14,2023-05-12
2383,C0383,2023-05-02,5,2023,normale,approuvee,2023-05-05,2023-05-10,
2384,C0384,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-10,2023-05-10
2385,C0385,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-09,2023-05-09
2386,C0386,2023-05-02,5,2023,urgente,livree,2023-05-04,2023-05-10,2023-05-08
2387,C0387,2023-05-02,5,2023,normale,approuvee,2023-05-05,2023-05-13,
2388,C0388,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-12,2023-05-10
2389,C0389,2023-05-02,5,2023,urgente,livree,2023-05-06,2023-05-10,2023-05-08
2390,C0390,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-15,2023-05-14
2391,C0391,2023-05-02,5,2023,urgente,livree,2023-05-04,2023-05-11,2023-05-09
2392,C0392,2023-05-02,5,2023,normale,approuvee,2023-05-07,2023-05-15,
2393,C0393,2023-05-02,5,2023,normale,approuvee,2023-05-03,2023-05-10,
2394,C0394,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-14,2023-05-18
2395,C0395,2023-05-02,5,2023,urgente,livree,2023-05-05,2023-05-15,2023-05-16
2396,C0396,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-11,2023-05-13
2397,C0397,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-10,2023-05-15
2398,C0398,2023-05-02,5,2023,urgente,livree,2023-05-05,2023-05-10,2023-05-15
2399,C0399,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-13,2023-05-11
2400,C0400,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-13,2023-05-13
2401,C0401,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-14,2023-05-12
2402,C0402,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-13,2023-05-13
2403,C0403,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-09,2023-05-12
2404,C0404,2023-05-02,5,2023,normale,approuvee,2023-05-05,2023-05-15,
2405,C0405,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-11,2023-05-12
2406,C0406,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-10,2023-05-14
2407,C0407,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-17,2023-05-20
2408,C0408,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-12,2023-05-14
2409,C0409,2023-05-02,5,2023,urgente,livree,2023-05-05,2023-05-11,2023-05-16
2410,C0410,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-11,2023-05-14
2411,C0411,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-09,2023-05-14
2412,C0412,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-09,2023-05-12
2413,C0413,2023-05-02,5,2023,urgente,livree,2023-05-03,2023-05-07,2023-05-09
2414,C0414,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-08,2023-05-10
2415,C0415,2023-05-02,5,2023,urgente,livree,2023-05-06,2023-05-09,2023-05-08
2416,C0416,2023-05-02,5,2023,urgente,livree,2023-05-04,2023-05-10,2023-05-11
2417,C0417,2023-05-02,5,2023,normale,approuvee,2023-05-05,2023-05-15,
2418,C0418,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-14,2023-05-16
2419,C0419,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-16,2023-05-14
2420,C0420,2023-05-02,5,2023,urgente,livree,2023-05-05,2023-05-08,2023-05-12
2421,C0421,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-09,2023-05-08
2422,C0422,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-13,2023-05-15
2423,C0423,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-12,2023-05-12
2424,C0424,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-13,2023-05-16
2425,C0425,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-08,2023-05-08
2426,C0426,2023-05-02,5,2023,normale,approuvee,2023-05-06,2023-05-11,
2427,C0427,2023-05-02,5,2023,normale,approuvee,2023-05-05,2023-05-10,
2428,C0428,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-11,2023-05-16
2429,C0429,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-12,2023-05-12
2430,C0430,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-13,2023-05-16
2431,C0431,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-09,2023-05-12
2432,C0432,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-08,2023-05-13
2433,C0433,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-15,2023-05-14
2434,C0434,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-10,2023-05-14
2435,C0435,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-10,2023-05-12
2436,C0436,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-10,2023-05-13
2437,C0437,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-13,2023-05-16
2438,C0438,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-14,2023-05-17
2439,C0439,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-09,2023-05-14
2440,C0440,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-12,2023-05-16
2441,C0441,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-06,2023-05-04
2442,C0442,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-12,2023-05-12
2443,C0443,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-09,2023-05-11
2444,C0444,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-13,2023-05-18
2445,C0445,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-15,2023-05-13
2446,C0446,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-11,2023-05-11
2447,C0447,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-10,2023-05-12
2448,C0448,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-09,2023-05-13
2449,C0449,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-08,2023-05-08
2450,C0450,2023-05-02,5,2023,urgente,livree,2023-05-06,2023-05-15,2023-05-19
2451,C0451,2023-05-02,5,2023,normale,approuvee,2023-05-04,2023-05-14,
2452,C0452,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-11,2023-05-09
2453,C0453,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-11,2023-05-10
2454,C0454,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-11,2023-05-16
2455,C0455,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-15,2023-05-13
2456,C0456,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-08,2023-05-10
2457,C0457,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-09,2023-05-09
2458,C0458,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-09,2023-05-10
2459,C0459,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-10,2023-05-09
2460,C0460,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-08,2023-05-07
2461,C0461,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-09,2023-05-12
2462,C0462,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-12,2023-05-16
2463,C0463,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-13,2023-05-15
2464,C0464,2023-05-02,5,2023,urgente,livree,2023-05-06,2023-05-14,2023-05-16
2465,C0465,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-16,2023-05-19
2466,C0466,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-16,2023-05-20
2467,C0467,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-13,2023-05-11
2468,C0468,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-12,2023-05-16
2469,C0469,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-11,2023-05-12
2470,C0470,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-13,2023-05-17
2471,C0471,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-11,2023-05-13
2472,C0472,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-13,2023-05-12
2473,C0473,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-12,2023-05-15
2474,C0474,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-16,2023-05-15
2475,C0475,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-12,2023-05-14
2476,C0476,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-12,2023-05-16
2477,C0477,2023-05-02,5,2023,urgente,approuvee,2023-05-04,2023-05-08,
2478,C0478,2023-05-02,5,2023,urgente,livree,2023-05-06,2023-05-16,2023-05-18
2479,C0479,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-13,2023-05-15
2480,C0480,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-11,2023-05-11
2481,C0481,2023-05-02,5,2023,normale,approuvee,2023-05-04,2023-05-11,
2482,C0482,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-07,2023-05-05
2483,C0483,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-09,2023-05-09
2484,C0484,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-11,2023-05-12
2485,C0485,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-07,2023-05-06
2486,C0486,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-07,2023-05-05
2487,C0487,2023-05-02,5,2023,urgente,livree,2023-05-04,2023-05-14,2023-05-16
2488,C0488,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-15,2023-05-14
2489,C0489,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-10,2023-05-13
2490,C0490,2023-05-02,5,2023,normale,livree,2023-05-07,2023-05-13,2023-05-14
2491,C0491,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-08,2023-05-11
2492,C0492,2023-05-02,5,2023,normale,livree,2023-05-05,2023-05-09,2023-05-09
2493,C0493,2023-05-02,5,2023,urgente,livree,2023-05-05,2023-05-08,2023-05-10
2494,C0494,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-10,2023-05-09
2495,C0495,2023-05-02,5,2023,normale,livree,2023-05-04,2023-05-10,2023-05-13
2496,C0496,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-13,2023-05-12
2497,C0497,2023-05-02,5,2023,normale,approuvee,2023-05-07,2023-05-15,
2498,C0498,2023-05-02,5,2023,normale,livree,2023-05-06,2023-05-09,2023-05-08
2499,C0499,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-12,2023-05-15
2500,C0500,2023-05-02,5,2023,normale,livree,2023-05-03,2023-05-09,2023-05-13
2501,C0001,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-12,2023-06-16
2502,C0002,2023-06-04,6,2023,urgente,livree,2023-06-07,2023-06-17,2023-06-17
2503,C0003,2023-06-04,6,2023,urgente,livree,2023-06-09,2023-06-12,2023-06-17
2504,C0004,2023-06-04,6,2023,normale,livree,2023-06-07,2023-06-11,2023-06-12
2505,C0005,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-14,2023-06-13
2506,C0006,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-19,2023-06-22
2507,C0007,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-09,2023-06-08
2508,C0008,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-12,2023-06-15
2509,C0009,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-12,2023-06-15
2510,C0010,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-10,2023-06-08
2511,C0011,2023-06-04,6,2023,normale,livree,2023-06-07,2023-06-16,2023-06-17
2512,C0012,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-09,2023-06-08
2513,C0013,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-11,2023-06-10
2514,C0014,2023-06-04,6,2023,normale,approuvee,2023-06-08,2023-06-17,
2515,C0015,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-19,2023-06-21
2516,C0016,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-18,2023-06-16
2517,C0017,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-16,2023-06-17
2518,C0018,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-14,2023-06-16
2519,C0019,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-18,2023-06-20
2520,C0020,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-09,2023-06-09
2521,C0021,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-09,2023-06-09
2522,C0022,2023-06-04,6,2023,urgente,livree,2023-06-06,2023-06-16,2023-06-19
2523,C0023,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-17,2023-06-16
2524,C0024,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-11,2023-06-14
2525,C0025,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-13,2023-06-15
2526,C0026,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-12,2023-06-12
2527,C0027,2023-06-04,6,2023,normale,livree,2023-06-07,2023-06-14,2023-06-14
2528,C0028,2023-06-04,6,2023,normale,approuvee,2023-06-05,2023-06-14,
2529,C0029,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-15,2023-06-16
2530,C0030,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-13,2023-06-17
2531,C0031,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-12,2023-06-17
2532,C0032,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-12,2023-06-11
2533,C0033,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-10,2023-06-09
2534,C0034,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-11,2023-06-12
2535,C0035,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-11,2023-06-15
2536,C0036,2023-06-04,6,2023,urgente,livree,2023-06-09,2023-06-16,2023-06-16
2537,C0037,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-15,2023-06-15
2538,C0038,2023-06-04,6,2023,normale,approuvee,2023-06-09,2023-06-17,
2539,C0039,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-17,2023-06-17
2540,C0040,2023-06-04,6,2023,normale,livree,2023-06-07,2023-06-10,2023-06-14
2541,C0041,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-13,2023-06-14
2542,C0042,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-14,2023-06-15
2543,C0043,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-16,2023-06-19
2544,C0044,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-12,2023-06-11
2545,C0045,2023-06-04,6,2023,normale,approuvee,2023-06-06,2023-06-14,
2546,C0046,2023-06-04,6,2023,urgente,approuvee,2023-06-05,2023-06-09,
2547,C0047,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-09,2023-06-08
2548,C0048,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-19,2023-06-20
2549,C0049,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-13,2023-06-13
2550,C0050,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-14,2023-06-18
2551,C0051,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-12,2023-06-10
2552,C0052,2023-06-04,6,2023,urgente,livree,2023-06-08,2023-06-12,2023-06-16
2553,C0053,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-12,2023-06-13
2554,C0054,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-11,2023-06-09
2555,C0055,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-13,2023-06-14
2556,C0056,2023-06-04,6,2023,urgente,livree,2023-06-05,2023-06-12,2023-06-16
2557,C0057,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-13,2023-06-14
2558,C0058,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-16,2023-06-18
2559,C0059,2023-06-04,6,2023,normale,approuvee,2023-06-08,2023-06-18,
2560,C0060,2023-06-04,6,2023,urgente,livree,2023-06-07,2023-06-11,2023-06-10
2561,C0061,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-15,2023-06-19
2562,C0062,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-13,2023-06-17
2563,C0063,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-14,2023-06-19
2564,C0064,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-11,2023-06-13
2565,C0065,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-16,2023-06-20
2566,C0066,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-19,2023-06-23
2567,C0067,2023-06-04,6,2023,urgente,livree,2023-06-07,2023-06-10,2023-06-11
2568,C0068,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-17,2023-06-20
2569,C0069,2023-06-04,6,2023,normale,livree,2023-06-07,2023-06-12,2023-06-13
2570,C0070,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-19,2023-06-24
2571,C0071,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-09,2023-06-07
2572,C0072,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-13,2023-06-12
2573,C0073,2023-06-04,6,2023,normale,livree,2023-06-07,2023-06-11,2023-06-11
2574,C0074,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-08,2023-06-13
2575,C0075,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-13,2023-06-13
2576,C0076,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-12,2023-06-17
2577,C0077,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-11,2023-06-12
2578,C0078,2023-06-04,6,2023,normale,livree,2023-06-07,2023-06-15,2023-06-17
2579,C0079,2023-06-04,6,2023,urgente,livree,2023-06-08,2023-06-16,2023-06-17
2580,C0080,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-13,2023-06-12
2581,C0081,2023-06-04,6,2023,urgente,livree,2023-06-09,2023-06-14,2023-06-14
2582,C0082,2023-06-04,6,2023,normale,approuvee,2023-06-05,2023-06-08,
2583,C0083,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-14,2023-06-14
2584,C0084,2023-06-04,6,2023,urgente,approuvee,2023-06-09,2023-06-13,
2585,C0085,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-16,2023-06-16
2586,C0086,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-16,2023-06-17
2587,C0087,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-15,2023-06-15
2588,C0088,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-14,2023-06-13
2589,C0089,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-11,2023-06-16
2590,C0090,2023-06-04,6,2023,normale,approuvee,2023-06-07,2023-06-10,
2591,C0091,2023-06-04,6,2023,normale,livree,2023-06-07,2023-06-17,2023-06-20
2592,C0092,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-11,2023-06-12
2593,C0093,2023-06-04,6,2023,normale,livree,2023-06-07,2023-06-11,2023-06-16
2594,C0094,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-15,2023-06-20
2595,C0095,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-17,2023-06-21
2596,C0096,2023-06-04,6,2023,normale,livree,2023-06-07,2023-06-17,2023-06-21
2597,C0097,2023-06-04,6,2023,normale,livree,2023-06-07,2023-06-12,2023-06-10
2598,C0098,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-12,2023-06-13
2599,C0099,2023-06-04,6,2023,normale,livree,2023-06-07,2023-06-10,2023-06-14
2600,C0100,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-14,2023-06-17
2601,C0101,2023-06-04,6,2023,normale,livree,2023-06-07,2023-06-11,2023-06-14
2602,C0102,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-14,2023-06-15
2603,C0103,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-17,2023-06-15
2604,C0104,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-14,2023-06-18
2605,C0105,2023-06-04,6,2023,normale,livree,2023-06-07,2023-06-15,2023-06-15
2606,C0106,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-15,2023-06-14
2607,C0107,2023-06-04,6,2023,normale,livree,2023-06-07,2023-06-16,2023-06-19
2608,C0108,2023-06-04,6,2023,normale,livree,2023-06-07,2023-06-16,2023-06-14
2609,C0109,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-09,2023-06-09
2610,C0110,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-10,2023-06-15
2611,C0111,2023-06-04,6,2023,normale,livree,2023-06-06,2023-06-15,2023-06-16
2612,C0112,2023-06-04,6,2023,normale,approuvee,2023-06-06,2023-06-14,
2613,C0113,2023-06-04,6,2023,normale,livree,2023-06-05,2023-06-12,2023-06-13
2614,C0114,2023-06-04,6,2023,urgente,livree,2023-06-05,2023-06-10,2023-06-11
2615,C0115,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-15,2023-06-15
2616,C0116,2023-06-04,6,2023,urgente,livree,2023-06-07,2023-06-10,2023-06-13
2617,C0117,2023-06-04,6,2023,normale,livree,2023-06-09,2023-06-18,2023-06-17
2618,C0118,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-17,2023-06-16
2619,C0119,2023-06-04,6,2023,normale,livree,2023-06-08,2023-06-16,2023-06-19
